"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","56231","CITY OF GLENWOOD CITY - ST. CROIX COUNTY","36","36","0","0"
"2021 Spring Primary","56236","CITY OF HUDSON - ST. CROIX COUNTY","953","944","0","0"
"2021 Spring Primary","56261","CITY OF NEW RICHMOND - ST. CROIX COUNTY","311","308","0","0"
"2021 Spring Primary","57002","TOWN OF BARABOO - SAUK COUNTY","81","0","0",""
"2021 Spring Primary","57004","TOWN OF BEAR CREEK - SAUK COUNTY","6","0","0",""
"2021 Spring Primary","57006","TOWN OF DELLONA - SAUK COUNTY","44","35","0","0"
"2021 Spring Primary","57008","TOWN OF DELTON - SAUK COUNTY","63","56","0","0"
"2021 Spring Primary","57010","TOWN OF EXCELSIOR - SAUK COUNTY","42","35","0","0"
"2021 Spring Primary","57012","TOWN OF FAIRFIELD - SAUK COUNTY","47","0","0",""
"2021 Spring Primary","57014","TOWN OF FRANKLIN - SAUK COUNTY","26","0","0",""
"2021 Spring Primary","57016","TOWN OF FREEDOM - SAUK COUNTY","6","5","0","0"
"2021 Spring Primary","57018","TOWN OF GREENFIELD - SAUK COUNTY","37","23","0","0"
"2021 Spring Primary","57020","TOWN OF HONEY CREEK - SAUK COUNTY","25","23","0","0"
"2021 Spring Primary","57022","TOWN OF IRONTON - SAUK COUNTY","15","4","0","0"
"2021 Spring Primary","57024","TOWN OF LA VALLE - SAUK COUNTY","26","3","0","0"
"2021 Spring Primary","57026","TOWN OF MERRIMAC - SAUK COUNTY","73","73","0","0"
"2021 Spring Primary","57028","TOWN OF PRAIRIE DU SAC - SAUK COUNTY","27","0","0",""
"2021 Spring Primary","57030","TOWN OF REEDSBURG - SAUK COUNTY","86","71","0","0"
"2021 Spring Primary","57032","TOWN OF SPRING GREEN - SAUK COUNTY","100","0","0",""
"2021 Spring Primary","57034","TOWN OF SUMPTER - SAUK COUNTY","35","24","0","0"
"2021 Spring Primary","57036","TOWN OF TROY - SAUK COUNTY","33","0","0",""
"2021 Spring Primary","57038","TOWN OF WASHINGTON - SAUK COUNTY","2","2","0","0"
"2021 Spring Primary","57040","TOWN OF WESTFIELD - SAUK COUNTY","12","12","0","0"
"2021 Spring Primary","57042","TOWN OF WINFIELD - SAUK COUNTY","23","22","0","0"
"2021 Spring Primary","57044","TOWN OF WOODLAND - SAUK COUNTY","16","14","0","0"
"2021 Spring Primary","57141","VILLAGE OF IRONTON - SAUK COUNTY","3","0","0",""
"2021 Spring Primary","57146","VILLAGE OF LAKE DELTON - SAUK COUNTY","69","67","0","0"
"2021 Spring Primary","57147","VILLAGE OF LAVALLE - SAUK COUNTY","11","0","0",""
"2021 Spring Primary","57148","VILLAGE OF LIME RIDGE - SAUK COUNTY","4","0","0",""
"2021 Spring Primary","57149","VILLAGE OF LOGANVILLE - SAUK COUNTY","6","0","0",""
"2021 Spring Primary","57151","VILLAGE OF MERRIMAC - SAUK COUNTY","21","19","0","0"
"2021 Spring Primary","57161","VILLAGE OF NORTH FREEDOM - SAUK COUNTY","20","20","0","0"
"2021 Spring Primary","57171","VILLAGE OF PLAIN - SAUK COUNTY","16","16","1","0"
"2021 Spring Primary","57172","VILLAGE OF PRAIRIE DU SAC - SAUK COUNTY","223","221","0","0"
"2021 Spring Primary","57176","VILLAGE OF ROCK SPRINGS - SAUK COUNTY","9","9","0","0"
"2021 Spring Primary","57181","VILLAGE OF SAUK CITY - SAUK COUNTY","159","159","0","0"
"2021 Spring Primary","57182","VILLAGE OF SPRING GREEN - SAUK COUNTY","109","0","0",""
"2021 Spring Primary","57191","VILLAGE OF WEST BARABOO - SAUK COUNTY","44","44","0","0"
"2021 Spring Primary","57206","CITY OF BARABOO - SAUK COUNTY","754","739","0","0"
"2021 Spring Primary","57276","CITY OF REEDSBURG - SAUK COUNTY","346","346","0","0"
"2021 Spring Primary","58002","TOWN OF BASS LAKE - SAWYER COUNTY","157","157","0","0"
"2021 Spring Primary","58004","TOWN OF COUDERAY - SAWYER COUNTY","7","0","0",""
"2021 Spring Primary","58006","TOWN OF DRAPER - SAWYER COUNTY","8","8","0","0"
"2021 Spring Primary","58008","TOWN OF EDGEWATER - SAWYER COUNTY","8","0","0",""
"2021 Spring Primary","58010","TOWN OF HAYWARD - SAWYER COUNTY","269","269","0","0"
"2021 Spring Primary","58012","TOWN OF HUNTER - SAWYER COUNTY","11","11","0","0"
"2021 Spring Primary","58014","TOWN OF LENROOT - SAWYER COUNTY","28","28","0","0"
"2021 Spring Primary","58016","TOWN OF MEADOWBROOK - SAWYER COUNTY","4","0","0",""
"2021 Spring Primary","58020","TOWN OF OJIBWA - SAWYER COUNTY","7","7","0","0"
"2021 Spring Primary","58022","TOWN OF RADISSON - SAWYER COUNTY","15","0","0",""
"2021 Spring Primary","58024","TOWN OF ROUND LAKE - SAWYER COUNTY","66","66","0","0"
"2021 Spring Primary","58026","TOWN OF SAND LAKE - SAWYER COUNTY","35","34","0","0"
"2021 Spring Primary","58028","TOWN OF SPIDER LAKE - SAWYER COUNTY","24","0","0",""
"2021 Spring Primary","58030","TOWN OF WEIRGOR - SAWYER COUNTY","13","0","0",""
"2021 Spring Primary","58032","TOWN OF WINTER - SAWYER COUNTY","48","0","0",""
"2021 Spring Primary","58111","VILLAGE OF COUDERAY - SAWYER COUNTY","6","6","0","0"
"2021 Spring Primary","58121","VILLAGE OF EXELAND - SAWYER COUNTY","1","0","0",""
"2021 Spring Primary","58176","VILLAGE OF RADISSON - SAWYER COUNTY","5","0","0",""
"2021 Spring Primary","58190","VILLAGE OF WINTER - SAWYER COUNTY","16","0","0",""
"2021 Spring Primary","58236","CITY OF HAYWARD - SAWYER COUNTY","80","0","0",""
"2021 Spring Primary","59002","TOWN OF ALMON - SHAWANO COUNTY","1","1","0","0"
"2021 Spring Primary","59004","TOWN OF ANGELICA - SHAWANO COUNTY","53","52","0","0"
"2021 Spring Primary","59006","TOWN OF ANIWA - SHAWANO COUNTY","8","8","0","0"
"2021 Spring Primary","59008","TOWN OF BARTELME - SHAWANO COUNTY","14","14","0","0"
"2021 Spring Primary","59010","TOWN OF BELLE PLAINE - SHAWANO COUNTY","54","54","0","0"
"2021 Spring Primary","59012","TOWN OF BIRNAMWOOD - SHAWANO COUNTY","11","5","0","0"
"2021 Spring Primary","59014","TOWN OF FAIRBANKS - SHAWANO COUNTY","11","0","0",""
"2021 Spring Primary","59016","TOWN OF GERMANIA - SHAWANO COUNTY","3","3","0","0"
"2021 Spring Primary","59018","TOWN OF GRANT - SHAWANO COUNTY","12","12","0","0"
"2021 Spring Primary","59020","TOWN OF GREEN VALLEY - SHAWANO COUNTY","22","0","0",""
"2021 Spring Primary","59022","TOWN OF HARTLAND - SHAWANO COUNTY","8","8","0","0"
"2021 Spring Primary","59024","TOWN OF HERMAN - SHAWANO COUNTY","26","0","0",""
"2021 Spring Primary","59026","TOWN OF HUTCHINS - SHAWANO COUNTY","7","7","0","0"
"2021 Spring Primary","59028","TOWN OF LESSOR - SHAWANO COUNTY","18","18","0","0"
"2021 Spring Primary","59030","TOWN OF MAPLE GROVE - SHAWANO COUNTY","34","34","0","0"
"2021 Spring Primary","59032","TOWN OF MORRIS - SHAWANO COUNTY","5","5","0","0"
"2021 Spring Primary","59034","TOWN OF NAVARINO - SHAWANO COUNTY","3","3","0","0"
"2021 Spring Primary","59036","TOWN OF PELLA - SHAWANO COUNTY","16","14","0","0"
"2021 Spring Primary","59038","TOWN OF RED SPRINGS - SHAWANO COUNTY","23","23","0","0"
"2021 Spring Primary","59040","TOWN OF RICHMOND - SHAWANO COUNTY","61","61","0","0"
"2021 Spring Primary","59042","TOWN OF SENECA - SHAWANO COUNTY","11","11","0","0"
"2021 Spring Primary","59044","TOWN OF WASHINGTON - SHAWANO COUNTY","61","61","0","0"
"2021 Spring Primary","59046","TOWN OF WAUKECHON - SHAWANO COUNTY","7","0","0",""
"2021 Spring Primary","59048","TOWN OF WESCOTT - SHAWANO COUNTY","171","171","0","0"
"2021 Spring Primary","59050","TOWN OF WITTENBERG - SHAWANO COUNTY","16","0","0",""
"2021 Spring Primary","59101","VILLAGE OF ANIWA - SHAWANO COUNTY","1","1","0","0"
"2021 Spring Primary","59106","VILLAGE OF BIRNAMWOOD - MULTIPLE COUNTIES","11","0","0",""
"2021 Spring Primary","59107","VILLAGE OF BONDUEL - SHAWANO COUNTY","33","33","0","0"
"2021 Spring Primary","59108","VILLAGE OF BOWLER - SHAWANO COUNTY","9","9","0","0"
"2021 Spring Primary","59111","VILLAGE OF CECIL - SHAWANO COUNTY","19","18","0","0"
"2021 Spring Primary","59121","VILLAGE OF ELAND - SHAWANO COUNTY","10","10","0","0"
"2021 Spring Primary","59131","VILLAGE OF GRESHAM - SHAWANO COUNTY","14","14","0","0"
"2021 Spring Primary","59151","VILLAGE OF MATTOON - SHAWANO COUNTY","7","0","0",""
"2021 Spring Primary","59186","VILLAGE OF TIGERTON - SHAWANO COUNTY","11","11","0","0"
"2021 Spring Primary","59191","VILLAGE OF WITTENBERG - SHAWANO COUNTY","44","44","0","0"
"2021 Spring Primary","59281","CITY OF SHAWANO - SHAWANO COUNTY","427","349","0","0"
"2021 Spring Primary","60002","TOWN OF GREENBUSH - SHEBOYGAN COUNTY","55","54","0","0"
"2021 Spring Primary","60004","TOWN OF HERMAN - SHEBOYGAN COUNTY","45","42","0","0"
"2021 Spring Primary","60006","TOWN OF HOLLAND - SHEBOYGAN COUNTY","85","83","0","0"
"2021 Spring Primary","60008","TOWN OF LIMA - SHEBOYGAN COUNTY","71","51","0","0"
"2021 Spring Primary","60010","TOWN OF LYNDON - SHEBOYGAN COUNTY","39","39","0","0"
"2021 Spring Primary","60012","TOWN OF MITCHELL - SHEBOYGAN COUNTY","52","50","0","0"
"2021 Spring Primary","60014","TOWN OF MOSEL - SHEBOYGAN COUNTY","31","31","0","0"
"2021 Spring Primary","60016","TOWN OF PLYMOUTH - SHEBOYGAN COUNTY","163","163","0","0"
"2021 Spring Primary","60018","TOWN OF RHINE - SHEBOYGAN COUNTY","70","0","0",""
"2021 Spring Primary","60020","TOWN OF RUSSELL - SHEBOYGAN COUNTY","9","0","0",""
"2021 Spring Primary","60022","TOWN OF SCOTT - SHEBOYGAN COUNTY","24","24","0","0"
"2021 Spring Primary","60024","TOWN OF SHEBOYGAN - SHEBOYGAN COUNTY","489","487","0","0"
"2021 Spring Primary","60026","TOWN OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY","42","41","0","0"
"2021 Spring Primary","60028","TOWN OF SHERMAN - SHEBOYGAN COUNTY","42","42","0","0"
"2021 Spring Primary","60030","TOWN OF WILSON - SHEBOYGAN COUNTY","148","143","0","0"
"2021 Spring Primary","60101","VILLAGE OF ADELL - SHEBOYGAN COUNTY","2","2","0","0"
"2021 Spring Primary","60111","VILLAGE OF CASCADE - SHEBOYGAN COUNTY","6","6","0","0"
"2021 Spring Primary","60112","VILLAGE OF CEDAR GROVE - SHEBOYGAN COUNTY","28","0","0",""
"2021 Spring Primary","60121","VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY","59","35","0","0"
"2021 Spring Primary","60131","VILLAGE OF GLENBEULAH - SHEBOYGAN COUNTY","14","0","0",""
"2021 Spring Primary","60135","VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY","89","89","0","0"
"2021 Spring Primary","60141","VILLAGE OF KOHLER - SHEBOYGAN COUNTY","49","43","0","0"
"2021 Spring Primary","60165","VILLAGE OF OOSTBURG - SHEBOYGAN COUNTY","134","133","0","0"
"2021 Spring Primary","60176","VILLAGE OF RANDOM LAKE - SHEBOYGAN COUNTY","59","58","0","0"
"2021 Spring Primary","60191","VILLAGE OF WALDO - SHEBOYGAN COUNTY","2","0","0",""
"2021 Spring Primary","60271","CITY OF PLYMOUTH - SHEBOYGAN COUNTY","457","456","0","0"
"2021 Spring Primary","60281","CITY OF SHEBOYGAN - SHEBOYGAN COUNTY","2556","2533","0","0"
"2021 Spring Primary","60282","CITY OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY","431","429","0","0"
"2021 Spring Primary","61002","TOWN OF AURORA - TAYLOR COUNTY","3","0","0",""
"2021 Spring Primary","61004","TOWN OF BROWNING - TAYLOR COUNTY","4","0","0",""
"2021 Spring Primary","61006","TOWN OF CHELSEA - TAYLOR COUNTY","16","11","0","0"
"2021 Spring Primary","61008","TOWN OF CLEVELAND - TAYLOR COUNTY","4","0","0",""
"2021 Spring Primary","61010","TOWN OF DEER CREEK - TAYLOR COUNTY","2","2","0","0"
"2021 Spring Primary","61012","TOWN OF FORD - TAYLOR COUNTY","3","0","0",""
"2021 Spring Primary","61014","TOWN OF GOODRICH - TAYLOR COUNTY","6","0","0",""
"2021 Spring Primary","61016","TOWN OF GREENWOOD - TAYLOR COUNTY","11","7","0","0"
"2021 Spring Primary","61018","TOWN OF GROVER - TAYLOR COUNTY","1","0","0",""
"2021 Spring Primary","61020","TOWN OF HAMMEL - TAYLOR COUNTY","14","0","0",""
"2021 Spring Primary","61022","TOWN OF HOLWAY - TAYLOR COUNTY","3","3","0","0"
"2021 Spring Primary","61024","TOWN OF JUMP RIVER - TAYLOR COUNTY","1","0","0",""
"2021 Spring Primary","61026","TOWN OF LITTLE BLACK - TAYLOR COUNTY","4","4","0","0"
"2021 Spring Primary","61028","TOWN OF MAPLEHURST - TAYLOR COUNTY","5","0","0",""
"2021 Spring Primary","61030","TOWN OF MCKINLEY - TAYLOR COUNTY","6","0","0",""
"2021 Spring Primary","61032","TOWN OF MEDFORD - TAYLOR COUNTY","19","19","0","0"
"2021 Spring Primary","61034","TOWN OF MOLITOR - TAYLOR COUNTY","2","0","0",""
"2021 Spring Primary","61038","TOWN OF RIB LAKE - TAYLOR COUNTY","2","2","0","0"
"2021 Spring Primary","61040","TOWN OF ROOSEVELT - TAYLOR COUNTY","9","9","0","0"
"2021 Spring Primary","61044","TOWN OF WESTBORO - TAYLOR COUNTY","15","0","0",""
"2021 Spring Primary","61131","VILLAGE OF GILMAN - TAYLOR COUNTY","4","2","0","0"
"2021 Spring Primary","61146","VILLAGE OF LUBLIN - TAYLOR COUNTY","1","0","0",""
"2021 Spring Primary","61176","VILLAGE OF RIB LAKE - TAYLOR COUNTY","18","5","0","0"
"2021 Spring Primary","61181","VILLAGE OF STETSONVILLE - TAYLOR COUNTY","17","0","0",""
"2021 Spring Primary","61251","CITY OF MEDFORD - TAYLOR COUNTY","136","134","0","0"
"2021 Spring Primary","62002","TOWN OF ALBION - TREMPEALEAU COUNTY","12","0","0",""
"2021 Spring Primary","62004","TOWN OF ARCADIA - TREMPEALEAU COUNTY","44","0","0",""
"2021 Spring Primary","62006","TOWN OF BURNSIDE - TREMPEALEAU COUNTY","5","0","0",""
"2021 Spring Primary","62008","TOWN OF CALEDONIA - TREMPEALEAU COUNTY","30","0","0",""
"2021 Spring Primary","62010","TOWN OF CHIMNEY ROCK - TREMPEALEAU COUNTY","4","3","0","0"
"2021 Spring Primary","62012","TOWN OF DODGE - TREMPEALEAU COUNTY","9","0","0",""
"2021 Spring Primary","62014","TOWN OF ETTRICK - TREMPEALEAU COUNTY","26","0","0",""
"2021 Spring Primary","62016","TOWN OF GALE - TREMPEALEAU COUNTY","51","0","0",""
"2021 Spring Primary","62018","TOWN OF HALE - TREMPEALEAU COUNTY","25","0","0",""
"2021 Spring Primary","62020","TOWN OF LINCOLN - TREMPEALEAU COUNTY","9","0","0",""
"2021 Spring Primary","62022","TOWN OF PIGEON - TREMPEALEAU COUNTY","14","0","0",""
"2021 Spring Primary","62024","TOWN OF PRESTON - TREMPEALEAU COUNTY","20","0","0",""
"2021 Spring Primary","62026","TOWN OF SUMNER - TREMPEALEAU COUNTY","16","0","0",""
"2021 Spring Primary","62028","TOWN OF TREMPEALEAU - TREMPEALEAU COUNTY","36","0","0",""
"2021 Spring Primary","62030","TOWN OF UNITY - TREMPEALEAU COUNTY","8","0","0",""
"2021 Spring Primary","62121","VILLAGE OF ELEVA - TREMPEALEAU COUNTY","40","38","0","0"
"2021 Spring Primary","62122","VILLAGE OF ETTRICK - TREMPEALEAU COUNTY","3","0","0",""
"2021 Spring Primary","62173","VILLAGE OF PIGEON FALLS - TREMPEALEAU COUNTY","13","0","0",""
"2021 Spring Primary","62181","VILLAGE OF STRUM - TREMPEALEAU COUNTY","29","0","0",""
"2021 Spring Primary","62186","VILLAGE OF TREMPEALEAU - TREMPEALEAU COUNTY","59","0","0",""
"2021 Spring Primary","62201","CITY OF ARCADIA - TREMPEALEAU COUNTY","32","32","0","0"
"2021 Spring Primary","62206","CITY OF BLAIR - TREMPEALEAU COUNTY","18","18","0","0"
"2021 Spring Primary","62231","CITY OF GALESVILLE - TREMPEALEAU COUNTY","63","0","0",""
"2021 Spring Primary","62241","CITY OF INDEPENDENCE - TREMPEALEAU COUNTY","29","0","0",""
"2021 Spring Primary","62265","CITY OF OSSEO - TREMPEALEAU COUNTY","26","26","0","0"
"2021 Spring Primary","62291","CITY OF WHITEHALL - TREMPEALEAU COUNTY","38","0","0",""
"2021 Spring Primary","63002","TOWN OF BERGEN - VERNON COUNTY","41","0","0",""
"2021 Spring Primary","63004","TOWN OF CHRISTIANA - VERNON COUNTY","22","0","0",""
"2021 Spring Primary","63006","TOWN OF CLINTON - VERNON COUNTY","5","0","0",""
"2021 Spring Primary","63008","TOWN OF COON - VERNON COUNTY","23","17","0","0"
"2021 Spring Primary","63010","TOWN OF FOREST - VERNON COUNTY","4","0","0",""
"2021 Spring Primary","63012","TOWN OF FRANKLIN - VERNON COUNTY","28","0","0",""
"2021 Spring Primary","63014","TOWN OF GENOA - VERNON COUNTY","12","0","0",""
"2021 Spring Primary","63016","TOWN OF GREENWOOD - VERNON COUNTY","4","0","0",""
"2021 Spring Primary","63018","TOWN OF HAMBURG - VERNON COUNTY","16","0","0",""
"2021 Spring Primary","63020","TOWN OF HARMONY - VERNON COUNTY","8","0","0",""
"2021 Spring Primary","63022","TOWN OF HILLSBORO - VERNON COUNTY","13","11","0","0"
"2021 Spring Primary","63024","TOWN OF JEFFERSON - VERNON COUNTY","19","0","0",""
"2021 Spring Primary","63026","TOWN OF KICKAPOO - VERNON COUNTY","22","0","0",""
"2021 Spring Primary","63028","TOWN OF LIBERTY - VERNON COUNTY","6","6","0","0"
"2021 Spring Primary","63030","TOWN OF STARK - VERNON COUNTY","5","0","0",""
"2021 Spring Primary","63032","TOWN OF STERLING - VERNON COUNTY","26","0","0",""
"2021 Spring Primary","63034","TOWN OF UNION - VERNON COUNTY","17","0","0",""
"2021 Spring Primary","63036","TOWN OF VIROQUA - VERNON COUNTY","36","0","0",""
"2021 Spring Primary","63038","TOWN OF WEBSTER - VERNON COUNTY","13","0","0",""
"2021 Spring Primary","63040","TOWN OF WHEATLAND - VERNON COUNTY","12","0","0",""
"2021 Spring Primary","63042","TOWN OF WHITESTOWN - VERNON COUNTY","7","0","0",""
"2021 Spring Primary","63111","VILLAGE OF CHASEBURG - VERNON COUNTY","5","0","0",""
"2021 Spring Primary","63112","VILLAGE OF COON VALLEY - VERNON COUNTY","34","31","0","0"
"2021 Spring Primary","63116","VILLAGE OF DE SOTO - MULTIPLE COUNTIES","5","5","0","0"
"2021 Spring Primary","63131","VILLAGE OF GENOA - VERNON COUNTY","1","0","0",""
"2021 Spring Primary","63146","VILLAGE OF LA FARGE - VERNON COUNTY","6","0","0",""
"2021 Spring Primary","63165","VILLAGE OF ONTARIO - MULTIPLE COUNTIES","2","0","0",""
"2021 Spring Primary","63176","VILLAGE OF READSTOWN - VERNON COUNTY","8","0","0",""
"2021 Spring Primary","63181","VILLAGE OF STODDARD - VERNON COUNTY","26","25","0","0"
"2021 Spring Primary","63236","CITY OF HILLSBORO - VERNON COUNTY","51","43","0","0"
"2021 Spring Primary","63286","CITY OF VIROQUA - VERNON COUNTY","206","203","0","0"
"2021 Spring Primary","63291","CITY OF WESTBY - VERNON COUNTY","120","108","0","0"
"2021 Spring Primary","64002","TOWN OF ARBOR VITAE - VILAS COUNTY","171","150","0","0"
"2021 Spring Primary","64004","TOWN OF BOULDER JUNCTION - VILAS COUNTY","48","0","0",""
"2021 Spring Primary","64006","TOWN OF CLOVERLAND - VILAS COUNTY","39","39","0","0"
"2021 Spring Primary","64008","TOWN OF CONOVER - VILAS COUNTY","38","0","0",""
"2021 Spring Primary","64010","TOWN OF LAC DU FLAMBEAU - VILAS COUNTY","137","132","0","0"
"2021 Spring Primary","64012","TOWN OF LAND O-LAKES - VILAS COUNTY","26","0","0",""
"2021 Spring Primary","64014","TOWN OF LINCOLN - VILAS COUNTY","101","101","0","0"
"2021 Spring Primary","64016","TOWN OF MANITOWISH WATERS - VILAS COUNTY","33","33","0","0"
"2021 Spring Primary","64018","TOWN OF PHELPS - VILAS COUNTY","55","55","0","0"
"2021 Spring Primary","64020","TOWN OF PLUM LAKE - VILAS COUNTY","15","0","0",""
"2021 Spring Primary","64022","TOWN OF PRESQUE ISLE - VILAS COUNTY","12","12","0","0"
"2021 Spring Primary","64024","TOWN OF ST. GERMAIN - VILAS COUNTY","117","114","0","0"
"2021 Spring Primary","64026","TOWN OF WASHINGTON - VILAS COUNTY","52","52","0","0"
"2021 Spring Primary","64028","TOWN OF WINCHESTER - VILAS COUNTY","30","0","0",""
"2021 Spring Primary","64221","CITY OF EAGLE RIVER - VILAS COUNTY","103","0","0",""
"2021 Spring Primary","65002","TOWN OF BLOOMFIELD - WALWORTH COUNTY","59","53","0","0"
"2021 Spring Primary","65004","TOWN OF DARIEN - WALWORTH COUNTY","75","71","0","0"
"2021 Spring Primary","65006","TOWN OF DELAVAN - WALWORTH COUNTY","165","162","0","0"
"2021 Spring Primary","65008","TOWN OF EAST TROY - WALWORTH COUNTY","178","178","0","0"
"2021 Spring Primary","65010","TOWN OF GENEVA - WALWORTH COUNTY","177","176","0","0"
"2021 Spring Primary","65012","TOWN OF LAFAYETTE - WALWORTH COUNTY","41","41","0","0"
"2021 Spring Primary","65014","TOWN OF LA GRANGE - WALWORTH COUNTY","82","82","0","0"
"2021 Spring Primary","65016","TOWN OF LINN - WALWORTH COUNTY","53","52","0","0"
"2021 Spring Primary","65018","TOWN OF LYONS - WALWORTH COUNTY","123","123","0","0"
"2021 Spring Primary","65020","TOWN OF RICHMOND - WALWORTH COUNTY","50","50","0","0"
"2021 Spring Primary","65022","TOWN OF SHARON - WALWORTH COUNTY","18","16","0","0"
"2021 Spring Primary","65024","TOWN OF SPRING PRAIRIE - WALWORTH COUNTY","79","0","0",""
"2021 Spring Primary","65026","TOWN OF SUGAR CREEK - WALWORTH COUNTY","138","138","0","0"
"2021 Spring Primary","65028","TOWN OF TROY - WALWORTH COUNTY","120","117","0","0"
"2021 Spring Primary","65030","TOWN OF WALWORTH - WALWORTH COUNTY","80","80","0","0"
"2021 Spring Primary","65032","TOWN OF WHITEWATER - WALWORTH COUNTY","56","52","0","0"
"2021 Spring Primary","65115","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","126","121","0","0"
"2021 Spring Primary","65116","VILLAGE OF DARIEN - WALWORTH COUNTY","28","28","0","0"
"2021 Spring Primary","65121","VILLAGE OF EAST TROY - WALWORTH COUNTY","200","200","0","0"
"2021 Spring Primary","65126","VILLAGE OF FONTANA - WALWORTH COUNTY","64","64","0","0"
"2021 Spring Primary","65131","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","52","52","0","0"
"2021 Spring Primary","65181","VILLAGE OF SHARON - WALWORTH COUNTY","40","39","0","0"
"2021 Spring Primary","65191","VILLAGE OF WALWORTH - WALWORTH COUNTY","125","125","0","0"
"2021 Spring Primary","65192","VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY","124","124","0","0"
"2021 Spring Primary","65216","CITY OF DELAVAN - WALWORTH COUNTY","268","268","0","0"
"2021 Spring Primary","65221","CITY OF ELKHORN - WALWORTH COUNTY","428","424","0","0"
"2021 Spring Primary","65246","CITY OF LAKE GENEVA - WALWORTH COUNTY","402","402","0","0"
"2021 Spring Primary","65291","CITY OF WHITEWATER - MULTIPLE COUNTIES","497","480","0","0"
"2021 Spring Primary","66002","TOWN OF BARRONETT - WASHBURN COUNTY","20","20","0","0"
"2021 Spring Primary","66004","TOWN OF BASHAW - WASHBURN COUNTY","49","0","0",""
"2021 Spring Primary","66006","TOWN OF BASS LAKE - WASHBURN COUNTY","9","0","0",""
"2021 Spring Primary","66008","TOWN OF BEAVER BROOK - WASHBURN COUNTY","18","0","0",""
"2021 Spring Primary","66010","TOWN OF BIRCHWOOD - WASHBURN COUNTY","26","0","0",""
"2021 Spring Primary","66012","TOWN OF BROOKLYN - WASHBURN COUNTY","6","0","0",""
"2021 Spring Primary","66014","TOWN OF CASEY - WASHBURN COUNTY","15","0","0",""
"2021 Spring Primary","66016","TOWN OF CHICOG - WASHBURN COUNTY","5","0","0",""
"2021 Spring Primary","66018","TOWN OF CRYSTAL - WASHBURN COUNTY","9","0","0",""
"2021 Spring Primary","66020","TOWN OF EVERGREEN - WASHBURN COUNTY","27","27","0","0"
"2021 Spring Primary","66022","TOWN OF FROG CREEK - WASHBURN COUNTY","2","0","0",""
"2021 Spring Primary","66024","TOWN OF GULL LAKE - WASHBURN COUNTY","10","0","0",""
"2021 Spring Primary","66026","TOWN OF LONG LAKE - WASHBURN COUNTY","19","0","0",""
"2021 Spring Primary","66028","TOWN OF MADGE - WASHBURN COUNTY","20","0","0",""
"2021 Spring Primary","66030","TOWN OF MINONG - WASHBURN COUNTY","33","0","0",""
"2021 Spring Primary","66032","TOWN OF SARONA - WASHBURN COUNTY","8","0","0",""
"2021 Spring Primary","66034","TOWN OF SPOONER - WASHBURN COUNTY","17","0","0",""
"2021 Spring Primary","66036","TOWN OF SPRINGBROOK - WASHBURN COUNTY","12","0","0",""
"2021 Spring Primary","66040","TOWN OF STONE LAKE - WASHBURN COUNTY","6","0","0",""
"2021 Spring Primary","66042","TOWN OF TREGO - WASHBURN COUNTY","41","0","0",""
"2021 Spring Primary","66106","VILLAGE OF BIRCHWOOD - WASHBURN COUNTY","12","0","0",""
"2021 Spring Primary","66151","VILLAGE OF MINONG - WASHBURN COUNTY","7","0","0",""
"2021 Spring Primary","66281","CITY OF SPOONER - WASHBURN COUNTY","173","173","0","0"
"2021 Spring Primary","66282","CITY OF SHELL LAKE - WASHBURN COUNTY","69","0","0",""
"2021 Spring Primary","67002","TOWN OF ADDISON - WASHINGTON COUNTY","49","44","0","0"
"2021 Spring Primary","67004","TOWN OF BARTON - WASHINGTON COUNTY","86","84","0","0"
"2021 Spring Primary","67006","TOWN OF ERIN - WASHINGTON COUNTY","103","102","0","0"
"2021 Spring Primary","67008","TOWN OF FARMINGTON - WASHINGTON COUNTY","167","167","0","0"
"2021 Spring Primary","67010","TOWN OF GERMANTOWN - WASHINGTON COUNTY","7","0","0",""
"2021 Spring Primary","67012","TOWN OF HARTFORD - WASHINGTON COUNTY","133","133","0","0"
"2021 Spring Primary","67014","TOWN OF JACKSON - WASHINGTON COUNTY","159","0","0",""
"2021 Spring Primary","67016","TOWN OF KEWASKUM - WASHINGTON COUNTY","48","48","0","0"
"2021 Spring Primary","67018","TOWN OF POLK - WASHINGTON COUNTY","172","170","0","0"
"2021 Spring Primary","67022","TOWN OF TRENTON - WASHINGTON COUNTY","139","133","0","0"
"2021 Spring Primary","67024","TOWN OF WAYNE - WASHINGTON COUNTY","45","44","0","0"
"2021 Spring Primary","67026","TOWN OF WEST BEND - WASHINGTON COUNTY","409","207","0","0"
"2021 Spring Primary","67131","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","1047","1042","0","0"
"2021 Spring Primary","67141","VILLAGE OF JACKSON - WASHINGTON COUNTY","178","162","0","0"
